Student_ID,Python_Level,SQL_Level,Java_Level,Preferred_Internship,Internship_Mode,Availability_Hours_Per_Week,Recommended_Internship_1,Recommended_Internship_2,Recommended_Internship_3,Improvement_1,Improvement_2,Improvement_3
147,Advanced,Intermediate,Beginner,AI/ML Intern,Onsite,27,AI/ML Intern,Web Development Intern,AI/ML Intern,Improve communication skills,Practice SQL queries,Explore basic machine learning concepts
148,Beginner,Advanced,Advanced,Cybersecurity Intern,Remote,9,Cybersecurity Intern,Cybersecurity Intern,Cybersecurity Intern,Improve Python fundamentals,Work on real-world mini projects,Learn basic data structures
149,Intermediate,Intermediate,Beginner,Data Analytics Intern,Onsite,28,Data Analytics Intern,AI/ML Intern,AI/ML Intern,Practice SQL queries,Work on real-world mini projects,Improve Python fundamentals
150,Advanced,Beginner,Advanced,Web Development Intern,Onsite,19,Web Development Intern,Cybersecurity Intern,Data Analytics Intern,Learn version control using Git,Enhance logical thinking,Explore basic machine learning concepts
151,Beginner,Advanced,Beginner,Data Analytics Intern,Onsite,8,Data Analytics Intern,Web Development Intern,AI/ML Intern,Improve communication skills,Enhance logical thinking,Improve time management
152,Intermediate,Advanced,Beginner,Web Development Intern,Remote,14,Web Development Intern,Data Analytics Intern,Data Analytics Intern,Learn basic data structures,Strengthen problem-solving skills,Improve communication skills
153,Beginner,Beginner,Intermediate,Software Testing Intern,Onsite,10,Software Testing Intern,Cloud Computing Intern,Cloud Computing Intern,Strengthen problem-solving skills,Learn version control using Git,Learn basic data structures
154,Advanced,Intermediate,Beginner,Cybersecurity Intern,Hybrid,6,Cybersecurity Intern,Web Development Intern,Digital Marketing Intern,Learn version control using Git,Improve Python fundamentals,Enhance logical thinking
155,Intermediate,Advanced,Intermediate,Cloud Computing Intern,Onsite,27,Cloud Computing Intern,Cybersecurity Intern,Web Development Intern,Learn version control using Git,Improve communication skills,Work on real-world mini projects
156,Intermediate,Beginner,Advanced,Cybersecurity Intern,Hybrid,16,Cybersecurity Intern,AI/ML Intern,Cybersecurity Intern,Work on real-world mini projects,Learn version control using Git,Improve time management
157,Advanced,Intermediate,Advanced,Web Development Intern,Onsite,14,Web Development Intern,Digital Marketing Intern,AI/ML Intern,Practice SQL queries,Learn basic data structures,Improve time management
158,Beginner,Advanced,Advanced,Web Development Intern,Hybrid,21,Web Development Intern,Software Testing Intern,Digital Marketing Intern,Learn basic data structures,Practice SQL queries,Explore basic machine learning concepts
159,Advanced,Beginner,Beginner,Web Development Intern,Remote,13,Web Development Intern,Digital Marketing Intern,Digital Marketing Intern,Learn basic data structures,Strengthen problem-solving skills,Explore basic machine learning concepts
160,Advanced,Beginner,Beginner,Digital Marketing Intern,Hybrid,20,Digital Marketing Intern,Digital Marketing Intern,Software Testing Intern,Enhance logical thinking,Improve time management,Practice SQL queries
161,Intermediate,Beginner,Intermediate,Web Development Intern,Onsite,19,Web Development Intern,Data Analytics Intern,Cloud Computing Intern,Improve communication skills,Improve time management,Improve Python fundamentals
162,Beginner,Intermediate,Intermediate,Cybersecurity Intern,Remote,6,Cybersecurity Intern,Software Testing Intern,Digital Marketing Intern,Practice SQL queries,Improve communication skills,Work on real-world mini projects
163,Beginner,Advanced,Advanced,Cloud Computing Intern,Onsite,19,Cloud Computing Intern,Cybersecurity Intern,Digital Marketing Intern,Improve time management,Explore basic machine learning concepts,Improve Python fundamentals
164,Advanced,Advanced,Beginner,Data Analytics Intern,Hybrid,20,Data Analytics Intern,Cybersecurity Intern,Web Development Intern,Explore basic machine learning concepts,Strengthen problem-solving skills,Improve Python fundamentals
165,Intermediate,Advanced,Beginner,Cloud Computing Intern,Hybrid,10,Cloud Computing Intern,Cybersecurity Intern,Cloud Computing Intern,Improve Python fundamentals,Learn basic data structures,Enhance logical thinking
166,Advanced,Advanced,Beginner,Data Analytics Intern,Onsite,14,Data Analytics Intern,Software Testing Intern,Cloud Computing Intern,Learn version control using Git,Improve time management,Practice SQL queries
167,Beginner,Advanced,Advanced,Data Analytics Intern,Remote,15,Data Analytics Intern,Data Analytics Intern,Data Analytics Intern,Work on real-world mini projects,Explore basic machine learning concepts,Learn version control using Git
168,Advanced,Advanced,Advanced,Digital Marketing Intern,Remote,15,Digital Marketing Intern,Data Analytics Intern,Software Testing Intern,Work on real-world mini projects,Strengthen problem-solving skills,Practice SQL queries
169,Advanced,Advanced,Intermediate,AI/ML Intern,Hybrid,27,AI/ML Intern,Software Testing Intern,Digital Marketing Intern,Work on real-world mini projects,Improve communication skills,Learn version control using Git
170,Intermediate,Beginner,Advanced,Software Testing Intern,Hybrid,26,Software Testing Intern,Cloud Computing Intern,Data Analytics Intern,Explore basic machine learning concepts,Work on real-world mini projects,Learn version control using Git
171,Beginner,Intermediate,Intermediate,AI/ML Intern,Remote,15,AI/ML Intern,AI/ML Intern,AI/ML Intern,Enhance logical thinking,Learn basic data structures,Explore basic machine learning concepts
172,Beginner,Intermediate,Beginner,Cloud Computing Intern,Hybrid,28,Cloud Computing Intern,Digital Marketing Intern,Cloud Computing Intern,Explore basic machine learning concepts,Improve Python fundamentals,Practice SQL queries
173,Beginner,Advanced,Intermediate,AI/ML Intern,Remote,10,AI/ML Intern,Web Development Intern,Cybersecurity Intern,Improve time management,Strengthen problem-solving skills,Enhance logical thinking
174,Intermediate,Advanced,Advanced,AI/ML Intern,Onsite,24,AI/ML Intern,Cloud Computing Intern,AI/ML Intern,Improve communication skills,Enhance logical thinking,Learn basic data structures
175,Intermediate,Intermediate,Beginner,Data Analytics Intern,Hybrid,23,Data Analytics Intern,Digital Marketing Intern,Cybersecurity Intern,Enhance logical thinking,Improve time management,Improve communication skills
176,Advanced,Advanced,Intermediate,AI/ML Intern,Remote,30,AI/ML Intern,Web Development Intern,Software Testing Intern,Improve time management,Strengthen problem-solving skills,Improve communication skills
177,Intermediate,Intermediate,Advanced,Web Development Intern,Hybrid,21,Web Development Intern,Digital Marketing Intern,AI/ML Intern,Work on real-world mini projects,Improve communication skills,Improve time management
178,Intermediate,Intermediate,Advanced,AI/ML Intern,Onsite,7,AI/ML Intern,Web Development Intern,Cybersecurity Intern,Learn basic data structures,Enhance logical thinking,Practice SQL queries
179,Beginner,Intermediate,Advanced,Data Analytics Intern,Remote,17,Data Analytics Intern,Web Development Intern,Data Analytics Intern,Work on real-world mini projects,Practice SQL queries,Learn basic data structures
180,Beginner,Advanced,Advanced,Data Analytics Intern,Remote,9,Data Analytics Intern,Software Testing Intern,Digital Marketing Intern,Improve Python fundamentals,Improve communication skills,Enhance logical thinking
181,Beginner,Advanced,Intermediate,Cybersecurity Intern,Hybrid,5,Cybersecurity Intern,AI/ML Intern,Digital Marketing Intern,Work on real-world mini projects,Improve Python fundamentals,Improve communication skills
182,Beginner,Advanced,Advanced,Cloud Computing Intern,Hybrid,18,Cloud Computing Intern,Data Analytics Intern,Web Development Intern,Work on real-world mini projects,Improve communication skills,Learn basic data structures
183,Beginner,Beginner,Intermediate,Software Testing Intern,Hybrid,19,Software Testing Intern,Cloud Computing Intern,Cloud Computing Intern,Work on real-world mini projects,Improve time management,Enhance logical thinking
184,Beginner,Advanced,Advanced,Cloud Computing Intern,Remote,27,Cloud Computing Intern,Web Development Intern,Cloud Computing Intern,Strengthen problem-solving skills,Improve communication skills,Learn version control using Git
185,Intermediate,Beginner,Advanced,Cybersecurity Intern,Remote,26,Cybersecurity Intern,Web Development Intern,Cloud Computing Intern,Work on real-world mini projects,Explore basic machine learning concepts,Practice SQL queries
186,Advanced,Advanced,Advanced,Cloud Computing Intern,Remote,17,Cloud Computing Intern,Data Analytics Intern,Data Analytics Intern,Enhance logical thinking,Improve Python fundamentals,Learn version control using Git
187,Advanced,Beginner,Intermediate,Digital Marketing Intern,Remote,16,Digital Marketing Intern,AI/ML Intern,Web Development Intern,Learn basic data structures,Work on real-world mini projects,Practice SQL queries
188,Intermediate,Advanced,Intermediate,Digital Marketing Intern,Hybrid,10,Digital Marketing Intern,Digital Marketing Intern,AI/ML Intern,Enhance logical thinking,Improve time management,Strengthen problem-solving skills
189,Beginner,Advanced,Intermediate,Web Development Intern,Onsite,11,Web Development Intern,Data Analytics Intern,Data Analytics Intern,Improve Python fundamentals,Learn basic data structures,Improve time management
190,Advanced,Intermediate,Advanced,Cybersecurity Intern,Onsite,6,Cybersecurity Intern,Digital Marketing Intern,Digital Marketing Intern,Learn basic data structures,Improve communication skills,Practice SQL queries
191,Beginner,Advanced,Intermediate,Data Analytics Intern,Remote,30,Data Analytics Intern,Software Testing Intern,Cybersecurity Intern,Practice SQL queries,Learn version control using Git,Explore basic machine learning concepts
192,Intermediate,Intermediate,Beginner,Cybersecurity Intern,Hybrid,20,Cybersecurity Intern,Digital Marketing Intern,Web Development Intern,Practice SQL queries,Explore basic machine learning concepts,Improve communication skills
193,Advanced,Intermediate,Beginner,Cybersecurity Intern,Hybrid,10,Cybersecurity Intern,Web Development Intern,Web Development Intern,Explore basic machine learning concepts,Improve communication skills,Practice SQL queries
194,Intermediate,Advanced,Intermediate,Data Analytics Intern,Onsite,24,Data Analytics Intern,Data Analytics Intern,Cybersecurity Intern,Learn version control using Git,Strengthen problem-solving skills,Enhance logical thinking
195,Beginner,Advanced,Intermediate,Cloud Computing Intern,Onsite,13,Cloud Computing Intern,Data Analytics Intern,Cloud Computing Intern,Improve Python fundamentals,Work on real-world mini projects,Learn version control using Git
196,Advanced,Advanced,Beginner,Web Development Intern,Remote,24,Web Development Intern,Web Development Intern,AI/ML Intern,Enhance logical thinking,Improve Python fundamentals,Strengthen problem-solving skills
197,Advanced,Intermediate,Intermediate,Cybersecurity Intern,Hybrid,6,Cybersecurity Intern,Data Analytics Intern,Data Analytics Intern,Improve time management,Strengthen problem-solving skills,Enhance logical thinking
198,Intermediate,Beginner,Advanced,AI/ML Intern,Hybrid,16,AI/ML Intern,AI/ML Intern,Web Development Intern,Learn version control using Git,Practice SQL queries,Improve communication skills
199,Beginner,Advanced,Beginner,Cybersecurity Intern,Hybrid,17,Cybersecurity Intern,Digital Marketing Intern,Data Analytics Intern,Explore basic machine learning concepts,Work on real-world mini projects,Improve communication skills
200,Advanced,Intermediate,Beginner,Cloud Computing Intern,Onsite,27,Cloud Computing Intern,AI/ML Intern,Digital Marketing Intern,Enhance logical thinking,Learn basic data structures,Work on real-world mini projects
201,Beginner,Intermediate,Beginner,Software Testing Intern,Onsite,7,Software Testing Intern,Cloud Computing Intern,Cloud Computing Intern,Practice SQL queries,Improve time management,Work on real-world mini projects
202,Intermediate,Intermediate,Beginner,Software Testing Intern,Hybrid,27,Software Testing Intern,Web Development Intern,AI/ML Intern,Strengthen problem-solving skills,Practice SQL queries,Learn basic data structures
203,Beginner,Beginner,Intermediate,Web Development Intern,Onsite,22,Web Development Intern,Digital Marketing Intern,Cloud Computing Intern,Improve time management,Practice SQL queries,Enhance logical thinking
204,Beginner,Advanced,Beginner,Web Development Intern,Onsite,17,Web Development Intern,Digital Marketing Intern,Cybersecurity Intern,Enhance logical thinking,Explore basic machine learning concepts,Learn version control using Git
205,Advanced,Beginner,Beginner,Data Analytics Intern,Hybrid,7,Data Analytics Intern,AI/ML Intern,Digital Marketing Intern,Enhance logical thinking,Improve time management,Practice SQL queries
